perfil;red_social;tweets_post_totales;tweets_post_diarios;seguidores_fans_totales;seguidores_fans_diarios;fecha
Salud+JCYL;TWITTER;37360;0;34106;28;2021-07-15
Turismo Castilla y León es Vida;TWITTER;64094;18;109180;10;2021-07-15
Pasarela Castilla y León;FACEBOOK;617;0;5756;0;2021-07-14
Cultura de Castilla y León;TWITTER;26489;11;10260;4;2021-07-14
Turismo Castilla y León es Vida;TWITTER;64076;20;109170;13;2021-07-14
Museos de Castilla y León;TWITTER;28408;10;23729;2;2021-07-14
Museos de Castilla y León;TWITTER;28398;9;23727;4;2021-07-13
Universidades e Investigación - JCyL;TWITTER;15029;18;2606;-2;2021-07-13
Empleo en Castilla y León;FACEBOOK;6296;3;8994;6;2021-07-12
Cultura de Castilla y León;TWITTER;26452;6;10248;1;2021-07-10
Centro de Emergencias Castilla y León 112;FACEBOOK;16340;8;17247;4;2021-07-10
Trabajo y Prevención de Castilla y León;TWITTER;9802;5;2340;2;2021-07-10
Tierra de Sabor;TWITTER;40179;3;27175;5;2021-07-10
Energía EREN;TWITTER;15723;2;2935;0;2021-07-10
Museos de Castilla y León;FACEBOOK;7086;3;6790;-1;2021-07-09
Pasarela Castilla y León;TWITTER;1635;0;590;0;2021-07-08
ECLAP Escuela de Administración Pública;TWITTER;25272;10;4305;2;2021-07-08
Centro de Emergencias Castilla y León 112;TWITTER;27496;8;73650;6;2021-07-08
Patrimonio Natural;TWITTER;22832;4;7717;2;2021-07-08
Salud+JCYL;TWITTER;37358;0;33953;23;2021-07-08
Gobierno Abierto de Castilla y León Transparencia;TWITTER;4401;5;2966;1;2021-07-08
Empleo en Castilla y León;TWITTER;14139;5;5770;2;2021-07-07
Archivos de Castilla y León;FACEBOOK;7355;3;5591;0;2021-07-07
FUESCYL Fundación Universidades;FACEBOOK;11403;9;2770;0;2021-07-06
Castilla y León Exterior;FACEBOOK;1986;0;790;0;2021-07-06
Naturaleza Castilla y León;TWITTER;2532;7;3612;3;2021-07-06
Castilla y León Digital;TWITTER;19671;6;5394;1;2021-07-05
Salud+JCYL;TWITTER;37358;1;33879;43;2021-07-05
ECLAP Escuela de Administración Pública;TWITTER;25233;7;4301;1;2021-07-04
Gobierno Abierto de Castilla y León Transparencia;TWITTER;4374;4;2961;0;2021-07-04
Patrimonio Natural;FACEBOOK;3343;2;6253;1;2021-07-04
Naturaleza Castilla y León;TWITTER;2508;5;3600;8;2021-07-03
FUESCYL Fundación Universidades;FACEBOOK;11381;4;2769;0;2021-07-03
ECLAP Escuela de Administración Pública;TWITTER;25226;7;4300;4;2021-07-03
Turismo Castilla y León es Vida;TWITTER;63860;15;109004;16;2021-07-03
Marca Territorio;FACEBOOK;4263;1;2542;0;2021-07-03
Empleo en Castilla y León;FACEBOOK;6272;2;8947;2;2021-07-03
Salud+JCYL;FACEBOOK;12729;3;20407;13;2021-07-01
Tierra de Sabor;TWITTER;40130;8;27128;3;2021-07-01
Castilla y León Digital;FACEBOOK;5614;3;2440;-1;2021-07-01
Castilla y León Digital;TWITTER;19637;8;5390;1;2021-06-30
Marca Territorio;FACEBOOK;4258;0;2542;0;2021-06-30
Salud+JCYL;FACEBOOK;12726;2;20394;3;2021-06-30
Archivos de Castilla y León;FACEBOOK;7334;4;5591;1;2021-06-30
Naturaleza Castilla y León;TWITTER;2480;5;3563;4;2021-06-29
Atención al ciudadano 012;TWITTER;24848;11;9668;13;2021-06-29
Comunicación Junta de Castilla y León;TWITTER;57736;16;63696;86;2021-06-29
Patrimonio Natural;TWITTER;22793;3;7706;3;2021-06-29
Empleo en Castilla y León;TWITTER;14100;5;5722;4;2021-06-28
ECLAP Escuela de Administración Pública;FACEBOOK;4580;1;3158;0;2021-06-28
Tierra de Sabor;FACEBOOK;10464;2;46332;0;2021-06-27
FUESCYL Fundación Universidades;FACEBOOK;11350;3;2763;0;2021-06-27
FUESCYL Fundación Universidades;TWITTER;20766;3;3318;0;2021-06-27
Turismo Castilla y León es Vida;TWITTER;63727;16;108867;8;2021-06-26
Cultura de Castilla y León;TWITTER;26314;5;10215;2;2021-06-26
Marca Territorio;TWITTER;38584;4;13959;1;2021-06-25
Instituto de la Juventud de Castilla y León;FACEBOOK;13996;10;13353;2;2021-06-25
Turismo Castilla y León es Vida;FACEBOOK;22238;;81902;;2021-06-25
Centro de Emergencias Castilla y León 112;TWITTER;27359;7;73540;-8;2021-06-23
Centro de Emergencias Castilla y León 112;FACEBOOK;16215;7;17194;5;2021-06-23
Tierra de Sabor;FACEBOOK;10449;4;46285;57;2021-06-23
Tierra de Sabor;TWITTER;40060;7;27115;4;2021-06-22
sacylinnova;TWITTER;684;3;277;1;2021-06-22
Turismo Castilla y León es Vida;FACEBOOK;22221;11;81886;7;2021-06-22
Trabajo y Prevención de Castilla y León;TWITTER;9635;8;2320;2;2021-06-21
Pasarela Castilla y León;FACEBOOK;617;0;5752;0;2021-06-21
Patrimonio Natural;TWITTER;22765;3;7699;-1;2021-06-21
Tierra de Sabor;TWITTER;40053;9;27111;5;2021-06-21
Pasarela Castilla y León;TWITTER;1635;0;589;0;2021-06-21
Centro de Emergencias Castilla y León 112;FACEBOOK;16202;6;17183;1;2021-06-21
Patrimonio Natural;TWITTER;22762;3;7700;2;2021-06-20
Naturaleza Castilla y León;TWITTER;2437;2;3524;2;2021-06-19
Energía EREN;TWITTER;15646;4;2924;0;2021-06-18
Turismo Castilla y León es Vida;TWITTER;63559;29;108755;15;2021-06-18
FUESCYL Fundación Universidades;FACEBOOK;11278;6;2758;0;2021-06-18
ECLAP Escuela de Administración Pública;FACEBOOK;4568;1;3154;2;2021-06-18
Turismo Castilla y León es Vida;FACEBOOK;22192;11;81843;23;2021-06-18
Turismo Castilla y León es Vida;FACEBOOK;22181;5;81820;19;2021-06-17
Empleo en Castilla y León;FACEBOOK;6228;3;8834;2;2021-06-17
sacylinnova;TWITTER;679;3;276;-1;2021-06-17
Trabajo y Prevención de Castilla y León;TWITTER;9604;24;2312;0;2021-06-17
Museos de Castilla y León;FACEBOOK;7030;3;6798;0;2021-06-16
Archivos de Castilla y León;FACEBOOK;7268;5;5592;0;2021-06-14
FUESCYL Fundación Universidades;TWITTER;20685;8;3314;1;2021-06-14
Cultura de Castilla y León;TWITTER;26208;5;10193;1;2021-06-13
Universidades e Investigación - JCyL;TWITTER;14643;15;2569;2;2021-06-11
Gobierno Abierto de Castilla y León Transparencia;TWITTER;4219;6;2941;-1;2021-06-11
ECLAP Escuela de Administración Pública;FACEBOOK;4561;1;3150;0;2021-06-11
Turismo Castilla y León es Vida;FACEBOOK;22156;19;81733;5;2021-06-10
Pasarela Castilla y León;FACEBOOK;617;0;5749;2;2021-06-09
Gobierno Abierto de Castilla y León Transparencia;TWITTER;4207;4;2943;2;2021-06-09
Marca Territorio;TWITTER;38499;2;13934;4;2021-06-06
Castilla y León Digital;TWITTER;19453;5;5378;4;2021-06-06
Turismo Castilla y León es Vida;TWITTER;63293;17;108812;35;2021-06-06
FUESCYL Fundación Universidades;TWITTER;20639;6;3313;0;2021-06-06
Museos de Castilla y León;TWITTER;28043;9;23679;-1;2021-06-05
Educación;TWITTER;34922;22;48526;11;2021-06-04
Archivos de Castilla y León;FACEBOOK;7236;4;5570;3;2021-06-03
ECLAP Escuela de Administración Pública;TWITTER;24932;10;4286;0;2021-06-02
Museos de Castilla y León;TWITTER;28015;10;23671;5;2021-06-02
Centro de Emergencias Castilla y León 112;TWITTER;27161;5;73547;6;2021-06-02
Centro de Emergencias Castilla y León 112;TWITTER;27156;8;73541;8;2021-06-01
Castilla y León Digital;FACEBOOK;5535;1;2440;0;2021-06-01
Cultura de Castilla y León;TWITTER;26119;10;10187;6;2021-06-01
Empresas JCYL - ICE;TWITTER;6302;4;2296;0;2021-06-01
sacylinnova;TWITTER;646;1;273;1;2021-06-01
Naturaleza Castilla y León;TWITTER;2315;5;3434;0;2021-05-30
Cultura de Castilla y León;TWITTER;26099;6;10179;2;2021-05-30
Museos de Castilla y León;TWITTER;27978;9;23665;-5;2021-05-29
Empresas JCYL - ICE;TWITTER;6290;1;2295;2;2021-05-28
Empleo en Castilla y León;TWITTER;13917;5;5620;2;2021-05-27
Trabajo y Prevención de Castilla y León;TWITTER;9407;9;2282;0;2021-05-27
Empleo en Castilla y León;FACEBOOK;6173;3;8744;6;2021-05-27
Familia;TWITTER;3266;4;1701;0;2021-05-27
Instituto de la Juventud de Castilla y León;TWITTER;42021;11;17874;-10;2021-05-26
ECLAP Escuela de Administración Pública;TWITTER;24864;10;4284;3;2021-05-26
Marca Territorio;TWITTER;38452;5;13897;9;2021-05-25
Energía EREN;TWITTER;15568;4;2911;3;2021-05-25
Familia;TWITTER;3254;7;1697;2;2021-05-25
sacylinnova;TWITTER;633;3;267;1;2021-05-24
Instituto de la Juventud de Castilla y León;FACEBOOK;13850;12;13260;10;2021-05-24
CREFES Formación y Estudios Sociales;FACEBOOK;6303;0;3311;0;2021-05-23
FUESCYL Fundación Universidades;FACEBOOK;11121;3;2750;0;2021-05-23
Cultura de Castilla y León;TWITTER;26041;5;10171;1;2021-05-23
Empleo en Castilla y León;FACEBOOK;6161;2;8731;8;2021-05-23
Tierra de Sabor;FACEBOOK;10288;3;45647;53;2021-05-23
Instituto de la Juventud de Castilla y León;FACEBOOK;13836;8;13240;14;2021-05-22
CREFES Formación y Estudios Sociales;FACEBOOK;6303;0;3311;0;2021-05-22
Atención al ciudadano 012;TWITTER;24514;6;9564;4;2021-05-22
Energía EREN;TWITTER;15559;3;2904;-1;2021-05-22
FUESCYL Fundación Universidades;TWITTER;20545;6;3313;1;2021-05-21
Gobierno Abierto de Castilla y León Transparencia;TWITTER;4084;6;2928;2;2021-05-21
Familia;TWITTER;3229;5;1694;2;2021-05-21
Tierra de Sabor;FACEBOOK;10276;7;45563;10;2021-05-20
Empresas JCYL - ICE;TWITTER;6259;2;2285;-2;2021-05-20
Marca Territorio;TWITTER;38433;4;13873;-9;2021-05-20
Tierra de Sabor;FACEBOOK;10269;5;45553;35;2021-05-19
Patrimonio Natural;TWITTER;22600;4;7689;-4;2021-05-19
Salud+JCYL;FACEBOOK;12666;;19704;;2021-05-18
Marca Territorio;TWITTER;38423;14;13880;-2;2021-05-18
Turismo Castilla y León es Vida;FACEBOOK;21984;4;81591;14;2021-05-17
Instituto de la Juventud de Castilla y León;TWITTER;41914;17;17897;-5;2021-05-17
ECLAP Escuela de Administración Pública;FACEBOOK;4531;1;3143;-1;2021-05-17
ECLAP Escuela de Administración Pública;TWITTER;24752;7;4289;0;2021-05-15
Castilla y León Digital;TWITTER;19298;6;5374;0;2021-05-15
Trabajo y Prevención de Castilla y León;TWITTER;9285;4;2262;0;2021-05-15
CREFES Formación y Estudios Sociales;FACEBOOK;6296;1;3312;0;2021-05-15
Marca Territorio;TWITTER;38403;5;13878;-3;2021-05-14
Centro de Emergencias Castilla y León 112;TWITTER;26992;10;73759;-6;2021-05-14
Gobierno Abierto de Castilla y León Transparencia;TWITTER;4029;6;2919;1;2021-05-14
Atención al ciudadano 012;TWITTER;24446;11;9567;-7;2021-05-14
Comunicación Junta de Castilla y León;FACEBOOK;8577;25;26501;10;2021-05-13
Tierra de Sabor;TWITTER;39677;9;27154;-3;2021-05-13
Turismo Castilla y León es Vida;TWITTER;62830;18;108673;10;2021-05-13
FUESCYL Fundación Universidades;FACEBOOK;11080;6;2743;0;2021-05-12
Patrimonio Natural;TWITTER;22574;4;7700;3;2021-05-12
Empleo en Castilla y León;TWITTER;13831;7;5558;4;2021-05-12
Comunicación Junta de Castilla y León;FACEBOOK;8552;25;26491;6;2021-05-12
Gobierno Abierto de Castilla y León Transparencia;TWITTER;4010;5;2916;3;2021-05-11
Energía EREN;TWITTER;15512;3;2905;1;2021-05-10
Museos de Castilla y León;TWITTER;27775;9;23713;4;2021-05-09
Tierra de Sabor;TWITTER;39563;9;27127;7;2021-05-09
Pasarela Castilla y León;TWITTER;1635;0;597;0;2021-05-09
Universidades e Investigación - JCyL;TWITTER;14215;10;2525;-1;2021-05-09
Empleo en Castilla y León;TWITTER;13802;5;5534;1;2021-05-08
Trabajo y Prevención de Castilla y León;TWITTER;9229;6;2247;1;2021-05-08
Tierra de Sabor;FACEBOOK;10179;3;45409;5;2021-05-08
ECLAP Escuela de Administración Pública;FACEBOOK;4518;1;3142;-1;2021-05-07
ECLAP Escuela de Administración Pública;TWITTER;24677;10;4272;1;2021-05-07
Empleo en Castilla y León;TWITTER;13797;9;5533;8;2021-05-07
Comunicación Junta de Castilla y León;TWITTER;56902;16;62415;111;2021-05-05
Castilla y León Exterior;FACEBOOK;1940;1;779;0;2021-05-04
Patrimonio Natural;TWITTER;22543;6;7687;1;2021-05-04
Castilla y León Digital;FACEBOOK;5465;2;2415;1;2021-05-04
Cultura de Castilla y León;TWITTER;25893;12;10147;1;2021-05-04
Educación;TWITTER;34500;16;48430;11;2021-05-03
Pasarela Castilla y León;FACEBOOK;617;0;5739;0;2021-05-03
Comunicación Junta de Castilla y León;TWITTER;56871;18;62275;31;2021-05-03
Marca Territorio;TWITTER;38355;6;13834;6;2021-05-03
Energía EREN;TWITTER;15479;3;2905;2;2021-05-03
Castilla y León Digital;FACEBOOK;5463;3;2414;0;2021-05-03
ECLAP Escuela de Administración Pública;TWITTER;24625;6;4264;2;2021-05-02
Trabajo y Prevención de Castilla y León;TWITTER;9157;7;2241;0;2021-05-01
Comunicación Junta de Castilla y León;TWITTER;56840;12;62232;22;2021-05-01
Patrimonio Natural;TWITTER;22531;3;7685;2;2021-05-01
sacylinnova;TWITTER;610;0;257;0;2021-04-29
Naturaleza Castilla y León;TWITTER;2112;9;3331;0;2021-04-29
CREFES Formación y Estudios Sociales;FACEBOOK;6276;2;3309;0;2021-04-29
ECLAP Escuela de Administración Pública;TWITTER;24600;13;4260;4;2021-04-29
Centro de Emergencias Castilla y León 112;TWITTER;26861;7;73648;4;2021-04-29
Pasarela Castilla y León;TWITTER;1635;0;597;1;2021-04-28
Naturaleza Castilla y León;TWITTER;2093;9;3326;3;2021-04-27
Centro de Emergencias Castilla y León 112;FACEBOOK;15791;;16932;;2021-04-27
FUESCYL Fundación Universidades;FACEBOOK;10915;11;2738;2;2021-04-26
CREFES Formación y Estudios Sociales;FACEBOOK;6272;3;3309;0;2021-04-26
Empleo en Castilla y León;FACEBOOK;6083;2;8619;9;2021-04-25
ECLAP Escuela de Administración Pública;FACEBOOK;4502;2;3141;0;2021-04-25
Marca Territorio;TWITTER;38320;2;13797;5;2021-04-24
Salud+JCYL;TWITTER;36534;6;32291;29;2021-04-24
Turismo Castilla y León es Vida;TWITTER;62468;16;108093;25;2021-04-24
Castilla y León Digital;FACEBOOK;5433;2;2412;0;2021-04-23
Pasarela Castilla y León;FACEBOOK;617;0;5736;-1;2021-04-23
Castilla y León Digital;TWITTER;19139;9;5343;1;2021-04-23
Salud+JCYL;TWITTER;36520;13;32224;23;2021-04-22
Atención al ciudadano 012;TWITTER;24255;11;9474;4;2021-04-22
Instituto de la Juventud de Castilla y León;TWITTER;41575;21;17830;-5;2021-04-22
Familia;TWITTER;3030;5;1608;0;2021-04-19
Empresas JCYL - ICE;TWITTER;6142;5;2245;-7;2021-04-19
Instituto de la Juventud de Castilla y León;FACEBOOK;13711;8;13030;0;2021-04-19
Patrimonio Natural;FACEBOOK;3214;1;6207;2;2021-04-19
Centro de Emergencias Castilla y León 112;FACEBOOK;15746;5;16903;4;2021-04-19
Energía EREN;TWITTER;15419;2;2886;0;2021-04-17
Empleo en Castilla y León;TWITTER;13680;4;5430;1;2021-04-17
Marca Territorio;TWITTER;38301;2;13751;3;2021-04-17
FUESCYL Fundación Universidades;FACEBOOK;10847;8;2726;2;2021-04-16
Instituto de la Juventud de Castilla y León;FACEBOOK;13691;8;13020;4;2021-04-15
Castilla y León Digital;FACEBOOK;5412;3;2411;0;2021-04-15
Universidades e Investigación - JCyL;TWITTER;13869;20;2486;0;2021-04-15
Familia;TWITTER;3002;8;1598;9;2021-04-14
Instituto de la Juventud de Castilla y León;TWITTER;41460;19;17812;16;2021-04-14
Salud+JCYL;TWITTER;36454;10;31852;65;2021-04-14
Centro de Emergencias Castilla y León 112;TWITTER;26744;6;73533;24;2021-04-14
CREFES Formación y Estudios Sociales;FACEBOOK;6256;5;3308;3;2021-04-13
Centro de Emergencias Castilla y León 112;TWITTER;26729;9;73498;1;2021-04-12
Castilla y León Digital;FACEBOOK;5403;3;2410;0;2021-04-12
Atención al ciudadano 012;TWITTER;24160;13;9396;3;2021-04-12
Gobierno Abierto de Castilla y León Transparencia;TWITTER;3792;5;2814;4;2021-04-11
Salud+JCYL;TWITTER;36421;11;31604;103;2021-04-11
Empleo en Castilla y León;FACEBOOK;6033;2;8529;2;2021-04-10
Tierra de Sabor;TWITTER;43493;0;28886;4;2023-02-15
Comunicación Junta de Castilla y León;TWITTER;64593;14;78990;17;2023-02-15
Deporte en Castilla y León;TWITTER;2728;3;838;0;2023-02-14
FUESCYL Fundación Universidades;FACEBOOK;12829;1;3092;2;2023-02-13
Turismo Castilla y León es Vida;FACEBOOK;24964;5;85866;-1;2023-02-13
Naturaleza Castilla y León;TWITTER;7170;6;15232;4;2023-02-13
FUESCYL Fundación Universidades;TWITTER;23881;12;3616;0;2023-02-13
Instituto de la Juventud de Castilla y León;TWITTER;48977;11;19075;3;2023-02-13
FUESCYL Fundación Universidades;FACEBOOK;12828;0;3090;0;2023-02-12
FUESCYL Fundación Universidades;TWITTER;23869;0;3615;0;2023-02-11
ECLAP Escuela de Administración Pública;FACEBOOK;5355;2;3791;0;2023-02-11
Centro de Emergencias Castilla y León 112;FACEBOOK;19908;7;19071;1;2023-02-10
Pasarela Castilla y León;FACEBOOK;921;0;5796;0;2023-02-10
Atención al ciudadano 012;TWITTER;29568;10;11869;2;2023-02-10
Naturaleza Castilla y León;TWITTER;7157;11;15224;5;2023-02-10
Familia;TWITTER;5575;7;3233;3;2023-02-09
Museos de Castilla y León;FACEBOOK;8381;2;7674;1;2023-02-09
Patrimonio Natural;TWITTER;25104;3;8424;-1;2023-02-09
Familia;FACEBOOK;371;3;1663;2;2023-02-08
Salud+JCYL;TWITTER;43266;10;41351;6;2023-02-08
Salud+JCYL;FACEBOOK;12955;0;49584;-1;2023-02-07
Educación;TWITTER;40880;11;57091;-3;2023-02-07
Centro de Emergencias Castilla y León 112;TWITTER;33229;5;79455;0;2023-02-07
Atención al ciudadano 012;TWITTER;29527;10;11859;3;2023-02-06
Castilla y León Digital;TWITTER;22965;5;6115;0;2023-02-05
FUESCYL Fundación Universidades;TWITTER;23831;0;3614;-1;2023-02-05
Castilla y León Digital;TWITTER;22960;5;6115;-1;2023-02-04
Cultura de Castilla y León;TWITTER;30692;9;11901;3;2023-02-03
Turismo Castilla y León es Vida;FACEBOOK;24935;3;85880;1;2023-02-03
Deporte en Castilla y León;TWITTER;2692;2;829;0;2023-02-02
Castilla y León Digital;FACEBOOK;7100;3;3058;0;2023-02-02
Patrimonio Natural;FACEBOOK;4060;1;7235;0;2023-02-01
ITACYL Instituto Técnico Agrario;FACEBOOK;685;1;2119;0;2023-01-31
Energía EREN;TWITTER;17485;5;3280;3;2023-01-31
Patrimonio Natural;FACEBOOK;4059;1;7235;0;2023-01-31
Castilla y León Exterior;FACEBOOK;2065;0;843;0;2023-01-31
Energía EREN;TWITTER;17480;2;3277;1;2023-01-30
Trabajo y Prevención de Castilla y León;TWITTER;14286;8;3848;2;2023-01-30
Atención al ciudadano 012;TWITTER;29462;0;11821;4;2023-01-29
Comunicación Junta de Castilla y León;TWITTER;64400;8;78729;-1;2023-01-29
Empleo en Castilla y León;FACEBOOK;8247;11;12410;10;2022-11-14
Centro de Emergencias Castilla y León 112;TWITTER;32446;5;78762;7;2022-11-14
Salud+JCYL;FACEBOOK;12955;0;49638;0;2022-11-13
Patrimonio Natural;TWITTER;24839;3;8353;-9;2022-11-13
Familia;FACEBOOK;224;0;1563;0;2022-11-13
Turismo Castilla y León es Vida;TWITTER;71470;11;119515;13;2022-11-13
CREFES Formación y Estudios Sociales;FACEBOOK;6712;0;3423;0;2022-11-12
sacylinnova;TWITTER;898;0;405;0;2022-11-11
Castilla y León Digital;FACEBOOK;6861;3;2994;2;2022-11-10
ECLAP Escuela de Administración Pública;FACEBOOK;5232;2;3717;1;2022-11-10
Pasarela Castilla y León;TWITTER;1715;0;619;0;2022-11-10
Museos de Castilla y León;FACEBOOK;8177;3;7591;0;2022-11-09
Patrimonio Natural;FACEBOOK;3970;1;7088;1;2022-11-09
Turismo Castilla y León es Vida;FACEBOOK;24674;4;85475;2;2022-11-09
Marca Territorio;FACEBOOK;5517;3;3479;1;2022-11-09
Salud+JCYL;TWITTER;42455;10;40558;9;2022-11-08
Patrimonio Natural;TWITTER;24819;3;8354;-2;2022-11-07
Energía EREN;TWITTER;17291;3;3252;0;2022-11-07
Trabajo y Prevención de Castilla y León;TWITTER;13651;5;3680;2;2022-11-06
Pasarela Castilla y León;FACEBOOK;849;0;5798;-1;2022-11-04
Centro de Emergencias Castilla y León 112;TWITTER;32371;9;78692;3;2022-11-04
Naturaleza Castilla y León;TWITTER;6554;7;14818;5;2022-11-04
Castilla y León Digital;TWITTER;22478;4;6009;2;2022-11-03
Instituto de la Juventud de Castilla y León;FACEBOOK;16537;6;16651;5;2022-11-03
Cultura de Castilla y León;TWITTER;30161;9;11826;2;2022-11-03
Turismo Castilla y León es Vida;TWITTER;71322;16;119403;9;2022-11-02
Empresas JCYL - ICE;TWITTER;8166;7;2849;1;2022-11-02
Tierra de Sabor;FACEBOOK;12551;8;50497;28;2022-11-02
Instituto de la Juventud de Castilla y León;TWITTER;47965;11;19024;-3;2022-11-02
Castilla y León Digital;TWITTER;22474;5;6007;4;2022-11-02
Pasarela Castilla y León;TWITTER;1715;0;621;0;2022-11-01
Salud+JCYL;TWITTER;42381;11;40531;4;2022-11-01
Empresas JCYL - ICE;TWITTER;8159;0;2848;1;2022-11-01
ECLAP Escuela de Administración Pública;TWITTER;29664;7;5372;4;2022-10-31
Patrimonio Natural;TWITTER;24796;4;8360;-1;2022-10-31
ITACYL Instituto Técnico Agrario;TWITTER;4139;0;2464;2;2022-10-31
sacylinnova;TWITTER;898;0;403;0;2022-10-30
Comunicación Junta de Castilla y León;TWITTER;63356;11;76704;82;2022-10-30
Pasarela Castilla y León;FACEBOOK;847;0;5800;0;2022-10-30
Educación;TWITTER;40322;4;56450;7;2022-10-30
Pasarela Castilla y León;TWITTER;1715;0;621;0;2022-10-30
ITACYL Instituto Técnico Agrario;TWITTER;4138;4;2460;1;2022-10-29
Salud+JCYL;FACEBOOK;12955;0;49645;-1;2022-10-29
Atención al ciudadano 012;TWITTER;28781;6;11556;5;2022-10-29
Familia;FACEBOOK;205;1;1539;0;2022-10-28
ITACYL Instituto Técnico Agrario;TWITTER;4134;4;2459;1;2022-10-28
Castilla y León Digital;FACEBOOK;6823;3;2990;1;2022-10-27
Trabajo y Prevención de Castilla y León;TWITTER;13566;14;3651;5;2022-10-27
sacylinnova;TWITTER;898;0;403;0;2022-10-27
Tierra de Sabor;FACEBOOK;12497;9;50425;3;2022-10-27
Castilla y León Exterior;FACEBOOK;2063;0;836;0;2022-10-27
Deporte en Castilla y León;TWITTER;2351;1;787;8;2022-10-27
Instituto de la Juventud de Castilla y León;TWITTER;47902;13;19018;4;2022-10-27
Comunicación Junta de Castilla y León;FACEBOOK;12361;4;34831;0;2022-10-27
